state,STATE,OCC_TITLE,A_MEAN
ID,Idaho,"Property, Real Estate, and Community Association Managers",32770
IL,Illinois,"Property, Real Estate, and Community Association Managers",62760
IN,Indiana,"Property, Real Estate, and Community Association Managers",54690
IA,Iowa,"Property, Real Estate, and Community Association Managers",49790
KS,Kansas,"Property, Real Estate, and Community Association Managers",59350
KY,Kentucky,"Property, Real Estate, and Community Association Managers",52460
LA,Louisiana,"Property, Real Estate, and Community Association Managers",43980
ME,Maine,"Property, Real Estate, and Community Association Managers",52820
MD,Maryland,"Property, Real Estate, and Community Association Managers",92790
MA,Massachusetts,"Property, Real Estate, and Community Association Managers",85030
MI,Michigan,"Property, Real Estate, and Community Association Managers",52250
MN,Minnesota,"Property, Real Estate, and Community Association Managers",61810
MS,Mississippi,"Property, Real Estate, and Community Association Managers",41400
MO,Missouri,"Property, Real Estate, and Community Association Managers",53780
MT,Montana,"Property, Real Estate, and Community Association Managers",39610
NE,Nebraska,"Property, Real Estate, and Community Association Managers",89180
NV,Nevada,"Property, Real Estate, and Community Association Managers",49040
NH,New Hampshire,"Property, Real Estate, and Community Association Managers",68950
NJ,New Jersey,"Property, Real Estate, and Community Association Managers",78250
NM,New Mexico,"Property, Real Estate, and Community Association Managers",53850
NY,New York,"Property, Real Estate, and Community Association Managers",103310
NC,North Carolina,"Property, Real Estate, and Community Association Managers",68220
ND,North Dakota,"Property, Real Estate, and Community Association Managers",55300
OH,Ohio,"Property, Real Estate, and Community Association Managers",53460
OK,Oklahoma,"Property, Real Estate, and Community Association Managers",70950
OR,Oregon,"Property, Real Estate, and Community Association Managers",69200
PA,Pennsylvania,"Property, Real Estate, and Community Association Managers",77370
RI,Rhode Island,"Property, Real Estate, and Community Association Managers",72280
SC,South Carolina,"Property, Real Estate, and Community Association Managers",58310
SD,South Dakota,"Property, Real Estate, and Community Association Managers",35210
TN,Tennessee,"Property, Real Estate, and Community Association Managers",48620
TX,Texas,"Property, Real Estate, and Community Association Managers",78340
UT,Utah,"Property, Real Estate, and Community Association Managers",52770
VT,Vermont,"Property, Real Estate, and Community Association Managers",68920
VA,Virginia,"Property, Real Estate, and Community Association Managers",90000
WA,Washington,"Property, Real Estate, and Community Association Managers",74820
WV,West Virginia,"Property, Real Estate, and Community Association Managers",50950
WI,Wisconsin,"Property, Real Estate, and Community Association Managers",53730
WY,Wyoming,"Property, Real Estate, and Community Association Managers",53930
GU,Guam,"Property, Real Estate, and Community Association Managers",46190
PR,Puerto Rico,"Property, Real Estate, and Community Association Managers",50740
VI,Virgin Islands,"Property, Real Estate, and Community Association Managers",48800
TX,Texas,Prosthodontists,145370
AL,Alabama,Protective Service Occupations,35730
AK,Alaska,Protective Service Occupations,53740
AZ,Arizona,Protective Service Occupations,44630
AR,Arkansas,Protective Service Occupations,33890
CA,California,Protective Service Occupations,52780
CO,Colorado,Protective Service Occupations,45470
CT,Connecticut,Protective Service Occupations,48720
DE,Delaware,Protective Service Occupations,39670
DC,District of Columbia,Protective Service Occupations,58250
FL,Florida,Protective Service Occupations,40390
GA,Georgia,Protective Service Occupations,33830
HI,Hawaii,Protective Service Occupations,42340
ID,Idaho,Protective Service Occupations,40000
IL,Illinois,Protective Service Occupations,48700
IN,Indiana,Protective Service Occupations,37430
IA,Iowa,Protective Service Occupations,42810
KS,Kansas,Protective Service Occupations,37420
KY,Kentucky,Protective Service Occupations,33980
LA,Louisiana,Protective Service Occupations,36180
ME,Maine,Protective Service Occupations,38120
MD,Maryland,Protective Service Occupations,45990
MA,Massachusetts,Protective Service Occupations,50220
MI,Michigan,Protective Service Occupations,42660
MN,Minnesota,Protective Service Occupations,45370
MS,Mississippi,Protective Service Occupations,29460
MO,Missouri,Protective Service Occupations,37870
MT,Montana,Protective Service Occupations,38610
NE,Nebraska,Protective Service Occupations,41590
NV,Nevada,Protective Service Occupations,40170
NH,New Hampshire,Protective Service Occupations,43560
NJ,New Jersey,Protective Service Occupations,55710
NM,New Mexico,Protective Service Occupations,40890
NY,New York,Protective Service Occupations,52590
NC,North Carolina,Protective Service Occupations,34740
ND,North Dakota,Protective Service Occupations,40490
OH,Ohio,Protective Service Occupations,40870
OK,Oklahoma,Protective Service Occupations,36500
OR,Oregon,Protective Service Occupations,49190
PA,Pennsylvania,Protective Service Occupations,42210
RI,Rhode Island,Protective Service Occupations,46220
SC,South Carolina,Protective Service Occupations,34550
SD,South Dakota,Protective Service Occupations,36550
TN,Tennessee,Protective Service Occupations,35010
TX,Texas,Protective Service Occupations,41120
UT,Utah,Protective Service Occupations,38680
VT,Vermont,Protective Service Occupations,40650
VA,Virginia,Protective Service Occupations,43060
WA,Washington,Protective Service Occupations,51980
WV,West Virginia,Protective Service Occupations,31960
WI,Wisconsin,Protective Service Occupations,39470
WY,Wyoming,Protective Service Occupations,42720
GU,Guam,Protective Service Occupations,33010
PR,Puerto Rico,Protective Service Occupations,20120
VI,Virgin Islands,Protective Service Occupations,33240
AL,Alabama,"Protective Service Workers, All Other",29080
AK,Alaska,"Protective Service Workers, All Other",45340
AZ,Arizona,"Protective Service Workers, All Other",30030
AR,Arkansas,"Protective Service Workers, All Other",30560
CA,California,"Protective Service Workers, All Other",36280
CO,Colorado,"Protective Service Workers, All Other",32370
CT,Connecticut,"Protective Service Workers, All Other",39790
DE,Delaware,"Protective Service Workers, All Other",29560
DC,District of Columbia,"Protective Service Workers, All Other",42690
FL,Florida,"Protective Service Workers, All Other",34290
GA,Georgia,"Protective Service Workers, All Other",37730
HI,Hawaii,"Protective Service Workers, All Other",28680
ID,Idaho,"Protective Service Workers, All Other",28540
IL,Illinois,"Protective Service Workers, All Other",28890
IN,Indiana,"Protective Service Workers, All Other",26260
IA,Iowa,"Protective Service Workers, All Other",30870
KS,Kansas,"Protective Service Workers, All Other",29630
KY,Kentucky,"Protective Service Workers, All Other",36530
LA,Louisiana,"Protective Service Workers, All Other",34760
ME,Maine,"Protective Service Workers, All Other",33960
MD,Maryland,"Protective Service Workers, All Other",37850
MA,Massachusetts,"Protective Service Workers, All Other",29640
MI,Michigan,"Protective Service Workers, All Other",33400
MN,Minnesota,"Protective Service Workers, All Other",37360
MS,Mississippi,"Protective Service Workers, All Other",27320
MO,Missouri,"Protective Service Workers, All Other",29730
MT,Montana,"Protective Service Workers, All Other",31370
NE,Nebraska,"Protective Service Workers, All Other",28600
NV,Nevada,"Protective Service Workers, All Other",46880
NH,New Hampshire,"Protective Service Workers, All Other",32660
NJ,New Jersey,"Protective Service Workers, All Other",26030
NM,New Mexico,"Protective Service Workers, All Other",42880
NY,New York,"Protective Service Workers, All Other",28030
NC,North Carolina,"Protective Service Workers, All Other",33080
ND,North Dakota,"Protective Service Workers, All Other",45960
OH,Ohio,"Protective Service Workers, All Other",31320
OK,Oklahoma,"Protective Service Workers, All Other",32670
OR,Oregon,"Protective Service Workers, All Other",37370
PA,Pennsylvania,"Protective Service Workers, All Other",32550
RI,Rhode Island,"Protective Service Workers, All Other",28560
SC,South Carolina,"Protective Service Workers, All Other",34850
SD,South Dakota,"Protective Service Workers, All Other",33010
TN,Tennessee,"Protective Service Workers, All Other",37650
TX,Texas,"Protective Service Workers, All Other",25690
UT,Utah,"Protective Service Workers, All Other",33070
VT,Vermont,"Protective Service Workers, All Other",34380
VA,Virginia,"Protective Service Workers, All Other",30570
WA,Washington,"Protective Service Workers, All Other",37010
WV,West Virginia,"Protective Service Workers, All Other",29210
WI,Wisconsin,"Protective Service Workers, All Other",30830
WY,Wyoming,"Protective Service Workers, All Other",35780
GU,Guam,"Protective Service Workers, All Other",35810
PR,Puerto Rico,"Protective Service Workers, All Other",25300
AL,Alabama,Psychiatric Aides,22760
AK,Alaska,Psychiatric Aides,41870
AZ,Arizona,Psychiatric Aides,30160
AR,Arkansas,Psychiatric Aides,21060
CA,California,Psychiatric Aides,29020
CO,Colorado,Psychiatric Aides,27270
CT,Connecticut,Psychiatric Aides,38200
DE,Delaware,Psychiatric Aides,30530
FL,Florida,Psychiatric Aides,25470
GA,Georgia,Psychiatric Aides,25840
HI,Hawaii,Psychiatric Aides,35850
ID,Idaho,Psychiatric Aides,28930
IL,Illinois,Psychiatric Aides,25720
IN,Indiana,Psychiatric Aides,25350
IA,Iowa,Psychiatric Aides,33570
KS,Kansas,Psychiatric Aides,26280
KY,Kentucky,Psychiatric Aides,26260
LA,Louisiana,Psychiatric Aides,23020
ME,Maine,Psychiatric Aides,23590
MD,Maryland,Psychiatric Aides,30420
MA,Massachusetts,Psychiatric Aides,40720
MI,Michigan,Psychiatric Aides,33350
MS,Mississippi,Psychiatric Aides,18470
MO,Missouri,Psychiatric Aides,24920
MT,Montana,Psychiatric Aides,23760
NE,Nebraska,Psychiatric Aides,31330
NV,Nevada,Psychiatric Aides,31590
NJ,New Jersey,Psychiatric Aides,33430
NM,New Mexico,Psychiatric Aides,22710
NY,New York,Psychiatric Aides,39980
NC,North Carolina,Psychiatric Aides,26840
ND,North Dakota,Psychiatric Aides,28250
OH,Ohio,Psychiatric Aides,32160
OK,Oklahoma,Psychiatric Aides,24210
OR,Oregon,Psychiatric Aides,32700
PA,Pennsylvania,Psychiatric Aides,33780
RI,Rhode Island,Psychiatric Aides,37110
SC,South Carolina,Psychiatric Aides,21840
TN,Tennessee,Psychiatric Aides,24960
TX,Texas,Psychiatric Aides,24430
UT,Utah,Psychiatric Aides,24690
VA,Virginia,Psychiatric Aides,26440
WA,Washington,Psychiatric Aides,30890
WV,West Virginia,Psychiatric Aides,18250
WI,Wisconsin,Psychiatric Aides,31320
WY,Wyoming,Psychiatric Aides,25130
AL,Alabama,Psychiatric Technicians,25840
AK,Alaska,Psychiatric Technicians,36870
AZ,Arizona,Psychiatric Technicians,27760
AR,Arkansas,Psychiatric Technicians,25490
CA,California,Psychiatric Technicians,55060
CO,Colorado,Psychiatric Technicians,36800
CT,Connecticut,Psychiatric Technicians,47480
DC,District of Columbia,Psychiatric Technicians,38740
FL,Florida,Psychiatric Technicians,25910
GA,Georgia,Psychiatric Technicians,29960
ID,Idaho,Psychiatric Technicians,32440
IL,Illinois,Psychiatric Technicians,46270
IN,Indiana,Psychiatric Technicians,26630
IA,Iowa,Psychiatric Technicians,29700
KS,Kansas,Psychiatric Technicians,32290
KY,Kentucky,Psychiatric Technicians,27990
LA,Louisiana,Psychiatric Technicians,25280
ME,Maine,Psychiatric Technicians,29490
MD,Maryland,Psychiatric Technicians,39180
MA,Massachusetts,Psychiatric Technicians,37700
MI,Michigan,Psychiatric Technicians,41820
MN,Minnesota,Psychiatric Technicians,34620
MS,Mississippi,Psychiatric Technicians,26190
MO,Missouri,Psychiatric Technicians,27700
MT,Montana,Psychiatric Technicians,27820
NE,Nebraska,Psychiatric Technicians,26450
NV,Nevada,Psychiatric Technicians,30870
NH,New Hampshire,Psychiatric Technicians,31510
NJ,New Jersey,Psychiatric Technicians,58800
NM,New Mexico,Psychiatric Technicians,26950
NY,New York,Psychiatric Technicians,41360
NC,North Carolina,Psychiatric Technicians,31250
OH,Ohio,Psychiatric Technicians,32110
OK,Oklahoma,Psychiatric Technicians,29500
OR,Oregon,Psychiatric Technicians,37230
PA,Pennsylvania,Psychiatric Technicians,31050
SC,South Carolina,Psychiatric Technicians,23460
TN,Tennessee,Psychiatric Technicians,25470
TX,Texas,Psychiatric Technicians,28260
UT,Utah,Psychiatric Technicians,26630
VT,Vermont,Psychiatric Technicians,30740
VA,Virginia,Psychiatric Technicians,27530
WA,Washington,Psychiatric Technicians,36660
WV,West Virginia,Psychiatric Technicians,19390
WI,Wisconsin,Psychiatric Technicians,37890
WY,Wyoming,Psychiatric Technicians,0
PR,Puerto Rico,Psychiatric Technicians,23850
AL,Alabama,Psychiatrists,228850
AK,Alaska,Psychiatrists,232480
AZ,Arizona,Psychiatrists,187920
AR,Arkansas,Psychiatrists,102390
CA,California,Psychiatrists,206200
CO,Colorado,Psychiatrists,196140
CT,Connecticut,Psychiatrists,189870
DE,Delaware,Psychiatrists,160510
DC,District of Columbia,Psychiatrists,128790
FL,Florida,Psychiatrists,155670
GA,Georgia,Psychiatrists,217790
HI,Hawaii,Psychiatrists,167660
ID,Idaho,Psychiatrists,0
IL,Illinois,Psychiatrists,134270
IN,Indiana,Psychiatrists,229980
IA,Iowa,Psychiatrists,206590
KS,Kansas,Psychiatrists,213680
KY,Kentucky,Psychiatrists,221580
LA,Louisiana,Psychiatrists,122480
ME,Maine,Psychiatrists,185130
MD,Maryland,Psychiatrists,179930
MA,Massachusetts,Psychiatrists,177550
MI,Michigan,Psychiatrists,167050
MN,Minnesota,Psychiatrists,205730
